,title,year,vote_count,vote_average,popularity,genres,Science Fiction,Action,War,Adventure,Horror,Thriller,History,Documentary,Romance,Music,Drama,Animation,Mystery,Western,TV Movie,Fantasy,Comedy,Crime,Family
4216,Swordfish,2001,946,6,9.646208,"['Action', 'Crime', 'Thriller']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4223,Point Break,1991,861,6,11.453093,"['Action', 'Thriller', 'Crime']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4238,Atlantis: The Lost Empire,2001,1257,6,10.901602,"['Animation', 'Family', 'Adventure', 'Science Fiction']",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4239,Lara Croft: Tomb Raider,2001,2235,5,15.851722,"['Adventure', 'Fantasy', 'Action', 'Thriller']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4241,The Fast and the Furious,2001,3485,6,1.406181,"['Action', 'Crime', 'Thriller']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4242,A.I. Artificial Intelligence,2001,2011,6,13.249364,"['Drama', 'Science Fiction', 'Adventure']",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4260,Scary Movie 2,2001,1019,5,10.869056,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4318,Final Fantasy: The Spirits Within,2001,441,5,10.223851,"['Adventure', 'Action', 'Animation', 'Fantasy', 'Science Fiction', 'Thriller']",1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
4319,Legally Blonde,2001,908,6,12.769371,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4320,The Score,2001,436,6,14.741992,"['Action', 'Crime', 'Thriller']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4361,Coming to America,1988,944,6,7.830087,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4391,The Land Before Time,1988,660,7,13.631352,"['Animation', 'Adventure', 'Family']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4417,Short Circuit,1986,535,6,12.171218,"['Comedy', 'Family', 'Science Fiction']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4425,They Live,1988,562,7,11.292364,"['Action', 'Horror', 'Science Fiction', 'Thriller']",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4430,Twins,1988,566,5,5.952494,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4442,Bill & Ted's Excellent Adventure,1989,464,6,15.109261,"['Adventure', 'Comedy', 'Science Fiction']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4492,Look Who's Talking,1989,546,5,5.795045,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4509,Jurassic Park III,2001,2109,5,0.648867,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4514,Planet of the Apes,2001,1270,5,17.319836,"['Thriller', 'Science Fiction', 'Action', 'Adventure']",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4544,Tango & Cash,1989,468,6,7.507261,"['Action', 'Adventure', 'Comedy']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4571,The Princess Diaries,2001,1063,6,7.387171,"['Comedy', 'Family', 'Romance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
4572,Rush Hour 2,2001,1078,6,8.345985,"['Action', 'Comedy', 'Crime', 'Thriller']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
4589,American Pie 2,2001,1375,6,10.25103,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4591,The Others,2001,1708,7,11.046007,"['Horror', 'Drama', 'Mystery', 'Thriller']",0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
4599,Rat Race,2001,531,6,12.330275,"['Adventure', 'Comedy']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4604,Jay and Silent Bob Strike Back,2001,491,6,11.619446,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4614,Jeepers Creepers,2001,731,6,10.414363,"['Horror', 'Thriller']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4646,Training Day,2001,1665,7,13.664622,"['Action', 'Crime', 'Drama', 'Thriller']",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
4686,Zoolander,2001,1363,6,10.40782,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4693,Serendipity,2001,529,6,5.715737,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4718,Mulholland Drive,2001,1517,7,18.184056,"['Thriller', 'Drama', 'Mystery']",0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
4725,Dirty Harry,1971,630,7,10.255315,"['Action', 'Crime', 'Thriller']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4735,From Hell,2001,758,6,7.79014,"['Horror', 'Mystery', 'Thriller']",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4744,K-PAX,2001,710,7,12.400152,"['Drama', 'Science Fiction']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4746,Thir13en Ghosts,2001,447,5,8.819223,"['Horror', 'Thriller']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4748,Donnie Darko,2001,3574,7,18.303148,"['Fantasy', 'Drama', 'Mystery']",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
4756,"Monsters, Inc.",2001,6150,7,26.419962,"['Animation', 'Comedy', 'Family']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
4757,The One,2001,445,5,9.769047,"['Action', 'Science Fiction', 'Thriller']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4760,Shallow Hal,2001,764,5,12.520688,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4766,Harry Potter and the Philosopher's Stone,2001,7188,7,38.187238,"['Adventure', 'Fantasy', 'Family']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4771,Spy Game,2001,592,6,18.186839,"['Action', 'Crime', 'Thriller']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4828,Behind Enemy Lines,2001,464,6,11.185625,"['Action', 'Drama', 'Thriller', 'War']",0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4833,Ocean's Eleven,2001,3857,7,12.114932,"['Thriller', 'Crime']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4843,Amélie,2001,3403,7,12.879381,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4844,Not Another Teen Movie,2001,444,5,9.101896,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4845,Vanilla Sky,2001,1100,6,10.071057,"['Drama', 'Mystery', 'Romance', 'Science Fiction', 'Thriller']",1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
4849,The Royal Tenenbaums,2001,1317,7,9.707542,"['Comedy', 'Drama']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4863,The Lord of the Rings: The Fellowship of the Ring,2001,8892,8,32.070725,"['Adventure', 'Fantasy', 'Action']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4865,A Beautiful Mind,2001,3087,7,11.93646,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4879,Ali,2001,457,6,9.303104,['Drama'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4880,Black Hawk Down,2001,1832,7,10.064446,"['Action', 'History', 'War']",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4884,I Am Sam,2001,542,7,12.935016,['Drama'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4934,The Count of Monte Cristo,2002,463,7,10.765924,"['Action', 'Adventure', 'Drama', 'Thriller']",0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4936,A Walk to Remember,2002,1057,7,8.054499,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4977,John Q,2002,604,7,8.867562,"['Drama', 'Thriller', 'Crime']",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
5021,We Were Soldiers,2002,531,6,11.34706,"['Action', 'History', 'War']",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5040,The Time Machine,2002,644,5,8.918134,"['Science Fiction', 'Adventure', 'Action']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5084,Ice Age,2002,3954,7,17.328902,"['Animation', 'Comedy', 'Family', 'Adventure']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
5085,Resident Evil,2002,2100,6,7.781293,"['Horror', 'Action', 'Science Fiction']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5120,Blade II,2002,1556,6,17.05064,"['Fantasy', 'Horror', 'Action', 'Thriller']",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5132,Panic Room,2002,1303,6,14.969502,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
5149,National Lampoon’s Van Wilder,2002,867,5,7.668576,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5157,Rashomon,1950,471,8,9.887355,"['Crime', 'Drama', 'Mystery']",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
5165,My Big Fat Greek Wedding,2002,686,6,6.719949,"['Comedy', 'Drama', 'Romance']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
5179,The Scorpion King,2002,802,5,9.488117,"['Action', 'Fantasy', 'Adventure']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5215,Spider-Man,2002,5398,6,29.413341,"['Fantasy', 'Action']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5243,About a Boy,2002,627,6,10.956665,"['Drama', 'Comedy', 'Romance']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
5244,Star Wars: Episode II - Attack of the Clones,2002,4074,6,14.072511,"['Adventure', 'Action', 'Science Fiction']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5254,Insomnia,2002,1181,6,11.424974,"['Crime', 'Mystery', 'Thriller']",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
5255,Spirit: Stallion of the Cimarron,2002,870,7,16.724836,"['Western', 'Animation', 'Adventure', 'Comedy', 'Family']",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
5266,The Sum of All Fears,2002,447,5,9.268136,"['Thriller', 'Action', 'Drama']",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5284,The Bourne Identity,2002,3640,7,21.040126,"['Action', 'Drama', 'Mystery', 'Thriller']",0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
5285,Scooby-Doo,2002,853,5,8.592826,"['Mystery', 'Adventure', 'Comedy']",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5310,Lilo & Stitch,2002,1371,7,18.469238,"['Animation', 'Family']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5311,Minority Report,2002,2663,7,20.666063,"['Action', 'Thriller', 'Science Fiction', 'Mystery']",1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5315,Mr. Deeds,2002,660,5,6.674356,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5325,Men in Black II,2002,3188,6,16.775716,"['Action', 'Adventure', 'Comedy', 'Science Fiction']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5329,Reign of Fire,2002,684,6,13.067306,"['Adventure', 'Action', 'Fantasy']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5330,Road to Perdition,2002,1102,7,13.426684,"['Thriller', 'Crime', 'Drama']",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
5346,Stuart Little 2,2002,632,5,9.274909,"['Family', 'Adventure', 'Animation', 'Comedy']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
5347,Austin Powers in Goldmember,2002,997,5,8.786653,"['Comedy', 'Crime', 'Science Fiction']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
5368,Signs,2002,1624,6,11.211568,"['Drama', 'Thriller', 'Science Fiction', 'Mystery']",1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
5370,Spy Kids 2: The Island of Lost Dreams,2002,533,5,7.164131,"['Action', 'Adventure', 'Family']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5373,xXx,2002,1454,5,12.722381,"['Action', 'Adventure', 'Thriller']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5394,One Hour Photo,2002,444,6,10.753445,"['Horror', 'Thriller']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5407,Hot Shots!,1991,588,6,11.026793,"['Action', 'Comedy', 'War']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5439,The Transporter,2002,1724,6,13.217421,"['Action', 'Crime', 'Thriller']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5481,Spirited Away,2001,3968,8,41.048867,"['Fantasy', 'Adventure', 'Animation', 'Family']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
5484,The Tuxedo,2002,494,5,6.023213,"['Thriller', 'Action', 'Comedy', 'Science Fiction']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5493,Red Dragon,2002,1142,6,2.968157,"['Crime', 'Thriller', 'Horror']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5532,Bowling for Columbine,2002,467,7,11.393859,['Documentary'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5536,Punch-Drunk Love,2002,542,6,6.753969,"['Comedy', 'Drama', 'Romance']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
5542,The Ring,2002,1720,6,13.740965,"['Horror', 'Mystery']",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5553,Grave of the Fireflies,1988,974,8,0.010902,"['Animation', 'Drama', 'War']",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5646,Ghost Ship,2002,540,5,13.955376,"['Horror', 'Mystery', 'Thriller']",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5672,8 Mile,2002,1676,6,8.374355,['Drama'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5678,Harry Potter and the Chamber of Secrets,2002,5966,7,29.741452,"['Adventure', 'Fantasy', 'Family']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5734,Die Another Day,2002,1112,5,12.996474,"['Adventure', 'Action', 'Thriller']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5744,Treasure Planet,2002,980,7,16.141913,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Science Fiction']",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
5764,Adaptation.,2002,649,7,11.624481,"['Comedy', 'Crime', 'Drama']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
5765,Equilibrium,2002,1584,6,12.671637,"['Action', 'Science Fiction', 'Thriller']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5805,Maid in Manhattan,2002,493,5,7.291939,"['Comedy', 'Drama', 'Romance']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
5806,Star Trek: Nemesis,2002,488,6,11.367801,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5814,The Lord of the Rings: The Two Towers,2002,7641,8,29.423537,"['Adventure', 'Fantasy', 'Action']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5816,25th Hour,2002,640,7,10.271871,"['Crime', 'Drama']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5818,Gangs of New York,2002,1964,7,14.922399,"['Drama', 'History', 'Crime']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
5819,Two Weeks Notice,2002,505,5,7.738531,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5832,My Girl,1991,441,7,8.605742,"['Comedy', 'Drama', 'Family']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
5833,My Neighbor Totoro,1988,1730,8,13.507299,"['Fantasy', 'Animation', 'Family']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
5851,Catch Me If You Can,2002,3917,7,19.833077,"['Drama', 'Crime']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5853,Chicago,2002,695,6,13.325347,"['Action', 'Comedy', 'Crime', 'Drama', 'Music']",0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
5854,The Hours,2002,461,7,14.686487,['Drama'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5857,The Pianist,2002,1927,8,14.811594,"['Drama', 'War']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5878,City of God,2002,1852,8,14.95927,"['Drama', 'Crime']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5920,Final Destination 2,2003,1046,5,12.638573,"['Horror', 'Mystery']",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5921,The Recruit,2003,545,6,11.485473,"['Action', 'Thriller']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6017,How to Lose a Guy in 10 Days,2003,873,6,5.188107,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6018,Shanghai Knights,2003,707,6,7.469778,"['Action', 'Adventure', 'Comedy', 'Western']",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6019,Daredevil,2003,1551,5,11.415558,"['Fantasy', 'Action', 'Crime', 'Science Fiction', 'Thriller']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
6049,The Life of David Gale,2003,497,7,9.930326,"['Drama', 'Thriller', 'Crime']",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6050,Old School,2003,552,6,16.195894,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6075,Tears of the Sun,2003,582,6,10.614987,"['Action', 'Drama', 'War']",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6076,Irreversible,2002,550,7,16.76382,"['Drama', 'Thriller', 'Crime', 'Mystery']",0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
6080,Bend It Like Beckham,2002,593,6,6.262677,"['Comedy', 'Drama', 'Romance']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
6112,Dreamcatcher,2003,574,5,7.694847,"['Drama', 'Horror', 'Science Fiction', 'Thriller']",1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6126,The Core,2003,531,5,11.664861,"['Action', 'Thriller', 'Adventure', 'Science Fiction']",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6143,Phone Booth,2002,1087,6,9.142772,"['Thriller', 'Drama']",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6149,Anger Management,2003,937,5,9.409379,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6185,Identity,2003,1090,7,17.955897,"['Mystery', 'Thriller']",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6195,X2,2003,3572,6,0.913096,"['Adventure', 'Action', 'Science Fiction', 'Thriller']",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6200,Daddy Day Care,2003,526,5,6.504927,"['Comedy', 'Family']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6212,Castle in the Sky,1986,877,7,11.061551,"['Adventure', 'Fantasy', 'Animation', 'Action', 'Family', 'Romance']",0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
6221,The Matrix Reloaded,2003,3500,6,16.229317,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6228,Bruce Almighty,2003,3121,6,15.947524,"['Fantasy', 'Comedy']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
6232,Finding Nemo,2003,6292,7,25.497794,"['Animation', 'Family']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6233,The Italian Job,2003,1949,6,13.995044,"['Action', 'Crime']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6234,Wrong Turn,2003,652,6,14.079718,"['Horror', 'Thriller']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6238,2 Fast 2 Furious,2003,2087,6,2.32462,"['Action', 'Crime', 'Thriller']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6292,Barton Fink,1991,450,7,8.387026,"['Comedy', 'Drama']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6353,28 Days Later,2002,1816,7,17.656951,"['Horror', 'Thriller', 'Science Fiction']",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6354,Charlie's Angels: Full Throttle,2003,930,5,7.821116,"['Action', 'Adventure', 'Comedy']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6385,Hulk,2003,1571,5,15.422638,"['Drama', 'Action', 'Science Fiction']",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6388,Terminator 3: Rise of the Machines,2003,2177,5,20.818907,"['Action', 'Thriller', 'Science Fiction']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6390,Pirates of the Caribbean: The Curse of the Black Pearl,2003,7191,7,47.326665,"['Adventure', 'Fantasy', 'Action']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6392,The League of Extraordinary Gentlemen,2003,1181,5,10.488765,"['Fantasy', 'Action', 'Thriller', 'Science Fiction']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6399,Bad Boys II,2003,1588,6,8.191436,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
6401,Johnny English,2003,875,6,8.739991,"['Adventure', 'Action', 'Comedy']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6415,Lara Croft Tomb Raider: The Cradle of Life,2003,1443,5,13.076349,"['Action', 'Adventure', 'Fantasy', 'Thriller']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6417,Spy Kids 3-D: Game Over,2003,525,4,8.025145,"['Action', 'Adventure', 'Comedy', 'Family', 'Science Fiction']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6437,American Wedding,2003,1158,6,14.397139,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6444,Freaky Friday,2003,919,6,7.867999,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6446,S.W.A.T.,2003,780,5,13.334952,"['Action', 'Thriller', 'Crime']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6466,Freddy vs. Jason,2003,608,5,14.015739,['Horror'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6469,Shaolin Soccer,2001,504,6,8.461631,"['Action', 'Comedy']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6510,Tremors,1990,882,6,15.750026,"['Action', 'Horror']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6515,Commando,1985,753,6,10.193652,"['Action', 'Adventure', 'Thriller']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6559,Matchstick Men,2003,515,6,5.539265,"['Comedy', 'Drama', 'Crime', 'Thriller']",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
6560,Once Upon a Time in Mexico,2003,605,6,8.843365,['Action'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6562,Lost in Translation,2003,1943,7,11.609441,['Drama'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6605,Underworld,2003,2556,6,20.624333,"['Fantasy', 'Action', 'Thriller']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6614,Duplex,2003,500,5,12.160363,"['Action', 'Comedy', 'Thriller']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6615,The Rundown,2003,523,6,8.304835,"['Adventure', 'Action', 'Comedy', 'Thriller']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6625,Videodrome,1983,464,7,7.945039,"['Horror', 'Mystery', 'Science Fiction']",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6658,The Meaning of Life,1983,506,7,11.085432,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6714,School of Rock,2003,1454,6,17.95142,"['Comedy', 'Music']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6721,Mystic River,2003,1473,7,12.602438,"['Thriller', 'Crime', 'Drama', 'Mystery']",0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
6725,Kill Bill: Vol. 1,2003,5091,7,25.261865,"['Action', 'Crime']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6731,The Texas Chainsaw Massacre,2003,670,6,7.810068,['Horror'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6739,Scary Movie 3,2003,948,5,11.142209,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6740,Brother Bear,2003,1410,6,12.300905,"['Adventure', 'Animation', 'Family']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
